0.06999167	0.07181508	0.011671685	-0.009620013	0.015367081	-0.011151261	0.19791736	0.021738918	-0.033502974	-0.068234295	0.0032945438	-0.017271886	0.058877494	0.025426053	-0.079451606	-0.009418234
0.16586237	0.14326595	-0.09828818	0.120525226	-0.087747745	-0.0971844	0.07645612	0.13351178	-0.16695432	-0.16131297	-0.1630548	0.12212998	-0.13982898	0.16706221	-0.043680094	0.12751468
0.068689846	0.15710987	-0.0037857466	0.14462966	-0.0049412157	-0.016838623	0.19132248	0.044069953	-0.094447516	-0.10852755	-0.04707515	0.048292838	0.052649736	0.08146064	-0.09709512	0.031664904
-0.018689789	0.046297636	-0.023399591	0.034510266	-0.013399769	0.016705725	-0.022355545	-0.004448533	-0.011685062	0.036904883	-0.042306114	-0.045788933	0.005587302	0.027582694	0.012940299	0.039644804
-5.7003257e-05	0.038018186	0.1432525	0.05435269	0.058857597	0.056681108	0.4024396	-0.0041088215	-0.053869374	-0.061382253	-0.012853131	-0.038622737	0.13665043	-0.009741118	-0.25719574	-0.04779915
-0.04948071	-0.06268438	0.14737861	-0.14944082	0.14743319	0.15929753	0.28976938	-0.0603755	0.09660649	0.07876869	0.12714262	-0.056890465	0.19657233	-0.13147663	-0.2561596	-0.1919574
0.052958723	0.07024926	0.017715683	0.01917076	0.04138321	-0.020639405	0.28520477	0.035557162	-0.08412205	-0.06501656	-0.07498874	0.058255788	0.111495085	-0.026053507	-0.17497134	-0.07280009
0.12799989	0.10387491	-0.011589452	0.10998608	-0.038542327	-0.0035589344	0.24314237	0.041425087	-0.13468269	-0.11653279	-0.049422313	0.10792756	0.04817014	0.047266066	-0.1439704	0.035095416
0.06730108	0.1566762	-0.032161348	0.13001603	-0.04657707	-0.026007282	0.31954676	0.078493945	-0.13062066	-0.09231331	-0.11124314	0.038091473	-0.00683577	0.03644245	-0.15707198	-0.0064694667
-0.014235618	-0.0048261727	0.06680639	-0.064927354	0.14906675	0.108262405	0.31388608	-0.09742324	-0.0003400041	0.046952307	0.026320787	-0.071871325	0.10549121	-0.050736208	-0.25858003	-0.08976734
0.051479712	0.15464732	0.004243367	0.11978067	0.015194231	-0.057506118	0.33992583	0.11386056	-0.052363414	-0.087673485	-0.1173396	0.01814841	0.014268788	0.058869425	-0.20902897	0.03321574
-0.0064713038	0.02841463	0.015457073	0.06495225	0.071600154	0.028237725	0.28398043	0.04788069	-0.13142192	-0.026457509	0.011505315	-0.01289391	0.07820123	0.00026027954	-0.15624626	-0.074969545
-0.09722456	-0.119322315	0.22061458	-0.115444526	0.1822408	0.18497005	0.40626594	-0.10509756	0.09581494	0.15125285	0.20272739	-0.18256089	0.23662645	-0.1754037	-0.35046068	-0.2131115
0.057329804	-0.004225007	0.10260502	-0.054293565	0.09601289	0.069562435	0.31776524	-0.0012761104	0.027174521	-0.028809244	0.037597258	-0.054226756	0.06474617	-0.007888115	-0.2382442	-0.096612416
0.18951207	0.15068053	-0.053910736	0.091687165	-0.08218864	-0.087614425	0.3080216	0.09725158	-0.13387671	-0.15440838	-0.098411575	0.103793845	-0.06404226	0.1418632	-0.08367686	0.08468876
0.12085017	0.07088882	0.050826214	0.03413536	0.015239831	-0.016622156	0.31640247	0.04658196	-0.11716811	-0.10948538	-0.058082074	0.09819574	0.026616154	0.010910983	-0.23501381	0.008309316
0.16368476	0.12490843	-0.02501193	0.16299574	-0.1004959	-0.13232832	0.15129744	0.115556434	-0.11470882	-0.11969709	-0.117553435	0.15726084	-0.06761957	0.14796896	-0.06813441	0.06424779
